"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
2,"2023-04-29",19892,"1B","T",430,730,"Om","2023-04-27T15:30:48Z"
2,"2023-04-29",25141,"2F","P",800,900,NA,"2023-04-27T15:30:48Z"
2,"2023-04-29",25539,"2A","P",930,1030,"DM","2023-04-27T15:30:48Z"
2,"2023-04-29",24641,"2B","P",1100,1300,NA,"2023-04-27T15:30:48Z"
2,"2023-04-29",21115,"3B","T",1330,1630,"Dm","2023-04-27T15:30:48Z"
2,"2023-04-29",26880,"3C","P",1700,1930,NA,"2023-04-27T15:30:48Z"
2,"2023-04-29",27504,"4B","P",2000,2130,"EM","2023-04-27T15:30:48Z"
2,"2023-04-29",21783,"4C","F",2400,2400,NA,"2023-04-27T15:30:48Z"
2,"2023-04-30",21866,"1F","F",30,30,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",21061,"1S","T",100,130,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",20995,"1A","P",200,300,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",18806,"4","F",400,400,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",17971,"1B","T",430,730,"Om","2023-04-28T16:14:57Z"
2,"2023-04-30",21906,"2F","P",800,900,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",22991,"2A","P",930,1030,"DM","2023-04-28T16:14:57Z"
2,"2023-04-30",22717,"2B","P",1100,1300,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",20918,"3B","T",1330,1630,"Dm","2023-04-28T16:14:57Z"
2,"2023-04-30",26174,"3C","P",1700,1930,NA,"2023-04-28T16:14:57Z"
2,"2023-04-30",26984,"4B","P",2000,2130,"EM","2023-04-28T16:14:57Z"
2,"2023-04-30",20983,"4C","F",2400,2400,NA,"2023-04-28T16:14:57Z"
2,"2023-05-01",21112,"1F","F",30,30,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",20315,"1S","T",100,130,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",20341,"1A","P",200,300,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",18662,"4","F",400,400,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",17996,"1B","T",430,730,"Om","2023-04-29T16:05:43Z"
2,"2023-05-01",22639,"2F","P",800,900,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",22713,"2A","P",930,1030,"DM","2023-04-29T16:05:43Z"
2,"2023-05-01",21938,"2B","P",1100,1300,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",19568,"3B","T",1330,1630,"Dm","2023-04-29T16:05:43Z"
2,"2023-05-01",27508,"3C","P",1700,1930,NA,"2023-04-29T16:05:43Z"
2,"2023-05-01",27946,"4B","P",2000,2130,"EM","2023-04-29T16:05:43Z"
2,"2023-05-01",20901,"4C","F",2400,2400,NA,"2023-04-29T16:05:43Z"
2,"2023-05-02",21087,"1F","F",30,30,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",20717,"1S","T",100,130,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",21013,"1A","P",200,300,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",19466,"4","F",400,400,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",19322,"1B","T",430,730,"Om","2023-04-30T15:49:15Z"
2,"2023-05-02",29258,"2F","P",800,900,"DM","2023-04-30T15:49:15Z"
2,"2023-05-02",29249,"2A","P",930,1030,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",27597,"2B","P",1100,1300,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",26068,"3B","T",1330,1630,"Dm","2023-04-30T15:49:15Z"
2,"2023-05-02",31268,"3C","P",1700,1930,"EM","2023-04-30T15:49:15Z"
2,"2023-05-02",31053,"4B","P",2000,2130,NA,"2023-04-30T15:49:15Z"
2,"2023-05-02",22997,"4C","F",2400,2400,NA,"2023-04-30T15:49:15Z"
2,"2023-05-03",21544,"1F","F",30,30,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",20669,"1S","T",100,130,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",20846,"1A","P",200,300,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",19975,"4","F",400,400,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",19678,"1B","T",430,730,"Om","2023-05-01T16:05:53Z"
2,"2023-05-03",29404,"2F","P",800,900,"DM","2023-05-01T16:05:53Z"
2,"2023-05-03",28535,"2A","P",930,1030,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",26282,"2B","P",1100,1300,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",23356,"3B","T",1330,1630,"Dm","2023-05-01T16:05:53Z"
2,"2023-05-03",29532,"3C","P",1700,1930,"EM","2023-05-01T16:05:53Z"
2,"2023-05-03",29505,"4B","P",2000,2130,NA,"2023-05-01T16:05:53Z"
2,"2023-05-03",21600,"4C","F",2400,2400,NA,"2023-05-01T16:05:53Z"
2,"2023-05-04",20575,"1F","F",30,30,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",19579,"1S","T",100,130,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",19810,"1A","P",200,300,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",18853,"4","F",400,400,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",18487,"1B","T",430,730,"Om","2023-05-02T15:13:52Z"
2,"2023-05-04",27171,"2F","P",800,900,"DM","2023-05-02T15:13:52Z"
2,"2023-05-04",26613,"2A","P",930,1030,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",24988,"2B","P",1100,1300,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",23207,"3B","T",1330,1630,"Dm","2023-05-02T15:13:52Z"
2,"2023-05-04",28968,"3C","P",1700,1930,"EM","2023-05-02T15:13:52Z"
2,"2023-05-04",28923,"4B","P",2000,2130,NA,"2023-05-02T15:13:52Z"
2,"2023-05-04",21393,"4C","F",2400,2400,NA,"2023-05-02T15:13:52Z"
2,"2023-05-05",20547,"1F","F",30,30,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",19718,"1S","T",100,130,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",19760,"1A","P",200,300,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",18895,"4","F",400,400,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",18690,"1B","T",430,730,"Om","2023-05-03T15:47:39Z"
2,"2023-05-05",28321,"2F","P",800,900,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",28492,"2A","P",930,1030,"DM","2023-05-03T15:47:39Z"
2,"2023-05-05",27751,"2B","P",1100,1300,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",24018,"3B","T",1330,1630,"Dm","2023-05-03T15:47:39Z"
2,"2023-05-05",28461,"3C","P",1700,1930,NA,"2023-05-03T15:47:39Z"
2,"2023-05-05",28505,"4B","P",2000,2130,"EM","2023-05-03T15:47:39Z"
2,"2023-05-05",22124,"4C","F",2400,2400,NA,"2023-05-03T15:47:39Z"
2,"2023-05-06",21394,"1F","F",30,30,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",20562,"1S","T",100,130,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",20571,"1A","P",200,300,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",19066,"4","F",400,400,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",18751,"1B","T",430,730,"Om","2023-05-04T15:26:02Z"
2,"2023-05-06",24453,"2F","P",800,900,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",25641,"2A","P",930,1030,"DM","2023-05-04T15:26:02Z"
2,"2023-05-06",25433,"2B","P",1100,1300,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",22984,"3B","T",1330,1630,"Dm","2023-05-04T15:26:02Z"
2,"2023-05-06",26482,"3C","P",1700,1930,"EM","2023-05-04T15:26:02Z"
2,"2023-05-06",26370,"4B","P",2000,2130,NA,"2023-05-04T15:26:02Z"
2,"2023-05-06",21189,"4C","F",2400,2400,NA,"2023-05-04T15:26:02Z"
2,"2023-05-07",20136,"1F","F",30,30,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",19377,"1S","T",100,130,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",19459,"1A","P",200,300,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",18148,"4","F",400,400,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",17673,"1B","T",430,730,"Om","2023-05-05T14:47:55Z"
2,"2023-05-07",21865,"2F","P",800,900,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",22578,"2A","P",930,1030,"DM","2023-05-05T14:47:55Z"
2,"2023-05-07",22225,"2B","P",1100,1300,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",19911,"3B","T",1330,1630,"Dm","2023-05-05T14:47:55Z"
2,"2023-05-07",25716,"3C","P",1700,1930,NA,"2023-05-05T14:47:55Z"
2,"2023-05-07",26554,"4B","P",2000,2130,"EM","2023-05-05T14:47:55Z"
2,"2023-05-07",20302,"4C","F",2400,2400,NA,"2023-05-05T14:47:55Z"
2,"2023-05-08",19655,"1F","F",30,30,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",19009,"1S","T",100,130,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",19073,"1A","P",200,300,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",17579,"4","F",400,400,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",17462,"1B","T",430,730,"Om","2023-05-06T15:49:58Z"
2,"2023-05-08",22963,"2F","P",800,900,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",24799,"2A","P",930,1030,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",25344,"2B","P",1100,1300,"DM","2023-05-06T15:49:58Z"
2,"2023-05-08",23765,"3B","T",1330,1630,"Dm","2023-05-06T15:49:58Z"
2,"2023-05-08",27786,"3C","P",1700,2000,"EM","2023-05-06T15:49:58Z"
2,"2023-05-08",26774,"4B","P",2030,2200,NA,"2023-05-06T15:49:58Z"
2,"2023-05-08",20335,"4C","F",2400,2400,NA,"2023-05-06T15:49:58Z"
2,"2023-05-09",20109,"1F","F",30,30,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",19610,"1S","T",100,130,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",19557,"1A","P",200,300,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",18894,"4","F",400,400,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",18704,"1B","T",430,730,"Om","2023-05-07T15:46:10Z"
2,"2023-05-09",28528,"2F","P",800,900,"DM","2023-05-07T15:46:10Z"
2,"2023-05-09",28208,"2A","P",930,1030,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",26746,"2B","P",1100,1300,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",24452,"3B","T",1330,1630,"Dm","2023-05-07T15:46:10Z"
2,"2023-05-09",29850,"3C","P",1700,2000,NA,"2023-05-07T15:46:10Z"
2,"2023-05-09",29878,"4B","P",2030,2200,"EM","2023-05-07T15:46:10Z"
2,"2023-05-09",22295,"4C","F",2400,2400,NA,"2023-05-07T15:46:10Z"
2,"2023-05-10",21144,"1F","F",30,30,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",20395,"1S","T",100,130,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",20390,"1A","P",200,300,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",19080,"4","F",400,400,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",18956,"1B","T",430,730,"Om","2023-05-08T16:07:12Z"
2,"2023-05-10",27689,"2F","P",800,900,"DM","2023-05-08T16:07:12Z"
2,"2023-05-10",27636,"2A","P",930,1030,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",26064,"2B","P",1100,1300,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",24645,"3B","T",1330,1630,"Dm","2023-05-08T16:07:12Z"
2,"2023-05-10",29715,"3C","P",1700,2000,"EM","2023-05-08T16:07:12Z"
2,"2023-05-10",29658,"4B","P",2030,2200,NA,"2023-05-08T16:07:12Z"
2,"2023-05-10",22601,"4C","F",2400,2400,NA,"2023-05-08T16:07:12Z"
2,"2023-05-11",21198,"1F","F",30,30,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",20642,"1S","T",100,130,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",20540,"1A","P",200,300,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",19660,"4","F",400,400,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",19415,"1B","T",430,730,"Om","2023-05-09T16:16:18Z"
2,"2023-05-11",28709,"2F","P",800,900,"DM","2023-05-09T16:16:18Z"
2,"2023-05-11",28389,"2A","P",930,1030,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",27308,"2B","P",1100,1300,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",25812,"3B","T",1330,1630,"Dm","2023-05-09T16:16:18Z"
2,"2023-05-11",30080,"3C","P",1700,2000,NA,"2023-05-09T16:16:18Z"
2,"2023-05-11",30127,"4B","P",2030,2200,"EM","2023-05-09T16:16:18Z"
2,"2023-05-11",22931,"4C","F",2400,2400,NA,"2023-05-09T16:16:18Z"
2,"2023-05-12",21309,"1F","F",30,30,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",20668,"1S","T",100,130,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",20422,"1A","P",200,300,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",19246,"4","F",400,400,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",18993,"1B","T",430,730,"Om","2023-05-10T16:11:43Z"
2,"2023-05-12",28853,"2F","P",800,900,"DM","2023-05-10T16:11:43Z"
2,"2023-05-12",28800,"2A","P",930,1030,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",27763,"2B","P",1100,1300,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",25067,"3B","T",1330,1630,"Dm","2023-05-10T16:11:43Z"
2,"2023-05-12",28236,"3C","P",1700,2000,"EM","2023-05-10T16:11:43Z"
2,"2023-05-12",27932,"4B","P",2030,2200,NA,"2023-05-10T16:11:43Z"
2,"2023-05-12",21881,"4C","F",2400,2400,NA,"2023-05-10T16:11:43Z"
2,"2023-05-13",20431,"1F","F",30,30,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",19592,"1S","T",100,130,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",19510,"1A","P",200,300,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",18559,"4","F",400,400,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",17887,"1B","T",430,730,"Om","2023-05-11T16:13:50Z"
2,"2023-05-13",23103,"2F","P",800,900,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",23476,"2A","P",930,1030,"DM","2023-05-11T16:13:50Z"
2,"2023-05-13",22879,"2B","P",1100,1300,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",19791,"3B","T",1330,1630,"Dm","2023-05-11T16:13:50Z"
2,"2023-05-13",25548,"3C","P",1700,2000,"EM","2023-05-11T16:13:50Z"
2,"2023-05-13",25353,"4B","P",2030,2200,NA,"2023-05-11T16:13:50Z"
2,"2023-05-13",21261,"4C","F",2400,2400,NA,"2023-05-11T16:13:50Z"
2,"2023-05-14",20095,"1F","F",30,30,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",19216,"1S","T",100,130,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",19039,"1A","P",200,300,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",17765,"4","F",400,400,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",17085,"1B","T",430,730,"Om","2023-05-12T14:27:24Z"
2,"2023-05-14",20263,"2F","P",800,900,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",20833,"2A","P",930,1030,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",20911,"2B","P",1100,1300,"DM","2023-05-12T14:27:24Z"
2,"2023-05-14",20215,"3B","T",1330,1630,"Dm","2023-05-12T14:27:24Z"
2,"2023-05-14",26223,"3C","P",1700,2000,"EM","2023-05-12T14:27:24Z"
2,"2023-05-14",25791,"4B","P",2030,2200,NA,"2023-05-12T14:27:24Z"
2,"2023-05-14",19821,"4C","F",2400,2400,NA,"2023-05-12T14:27:24Z"
2,"2023-05-15",18752,"1F","F",30,30,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",18139,"1S","T",100,130,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",18357,"1A","P",200,300,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",17091,"4","F",400,400,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",16786,"1B","T",430,730,"Om","2023-05-13T14:55:36Z"
2,"2023-05-15",26419,"2F","P",800,900,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",26691,"2A","P",930,1030,"DM","2023-05-13T14:55:36Z"
2,"2023-05-15",25030,"2B","P",1100,1300,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",22906,"3B","T",1330,1630,"Dm","2023-05-13T14:55:36Z"
2,"2023-05-15",28230,"3C","P",1700,2000,NA,"2023-05-13T14:55:36Z"
2,"2023-05-15",28287,"4B","P",2030,2200,"EM","2023-05-13T14:55:36Z"
2,"2023-05-15",21109,"4C","F",2400,2400,NA,"2023-05-13T14:55:36Z"
2,"2023-05-16",20444,"1F","F",30,30,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",19736,"1S","T",100,130,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",19735,"1A","P",200,300,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",18433,"4","F",400,400,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",18275,"1B","T",430,730,"Om","2023-05-14T13:58:36Z"
2,"2023-05-16",25664,"2F","P",800,900,"DM","2023-05-14T13:58:36Z"
2,"2023-05-16",25148,"2A","P",930,1030,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",23907,"2B","P",1100,1300,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",22195,"3B","T",1330,1630,"Dm","2023-05-14T13:58:36Z"
2,"2023-05-16",28503,"3C","P",1700,2000,"EM","2023-05-14T13:58:36Z"
2,"2023-05-16",28416,"4B","P",2030,2200,NA,"2023-05-14T13:58:36Z"
2,"2023-05-16",21838,"4C","F",2400,2400,NA,"2023-05-14T13:58:36Z"
2,"2023-05-17",21310,"1F","F",30,30,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",20339,"1S","T",100,130,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",20338,"1A","P",200,300,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",19252,"4","F",400,400,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",19149,"1B","T",430,730,"Om","2023-05-15T15:05:55Z"
2,"2023-05-17",27550,"2F","P",800,900,"DM","2023-05-15T15:05:55Z"
2,"2023-05-17",27250,"2A","P",930,1030,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",26187,"2B","P",1100,1300,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",24825,"3B","T",1330,1630,"Dm","2023-05-15T15:05:55Z"
2,"2023-05-17",29497,"3C","P",1700,2000,"EM","2023-05-15T15:05:55Z"
2,"2023-05-17",28887,"4B","P",2030,2200,NA,"2023-05-15T15:05:55Z"
2,"2023-05-17",22031,"4C","F",2400,2400,NA,"2023-05-15T15:05:55Z"
2,"2023-05-18",21054,"1F","F",30,30,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",20114,"1S","T",100,130,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",20131,"1A","P",200,300,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",19005,"4","F",400,400,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",18918,"1B","T",430,730,"Om","2023-05-16T15:06:48Z"
2,"2023-05-18",27397,"2F","P",800,900,"DM","2023-05-16T15:06:48Z"
2,"2023-05-18",27145,"2A","P",930,1030,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",25516,"2B","P",1100,1300,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",24589,"3B","T",1330,1630,"Dm","2023-05-16T15:06:48Z"
2,"2023-05-18",29437,"3C","P",1700,2000,"EM","2023-05-16T15:06:48Z"
2,"2023-05-18",28818,"4B","P",2030,2200,NA,"2023-05-16T15:06:48Z"
2,"2023-05-18",21965,"4C","F",2400,2400,NA,"2023-05-16T15:06:48Z"
2,"2023-05-19",21415,"1F","F",30,30,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",20641,"1S","T",100,130,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",20590,"1A","P",200,300,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",19744,"4","F",400,400,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",19668,"1B","T",430,730,"Om","2023-05-17T15:04:35Z"
2,"2023-05-19",28318,"2F","P",800,900,"DM","2023-05-17T15:04:35Z"
2,"2023-05-19",28247,"2A","P",930,1030,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",27666,"2B","P",1100,1300,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",25162,"3B","T",1330,1630,"Dm","2023-05-17T15:04:35Z"
2,"2023-05-19",27965,"3C","P",1700,2000,"EM","2023-05-17T15:04:35Z"
2,"2023-05-19",27197,"4B","P",2030,2200,NA,"2023-05-17T15:04:35Z"
2,"2023-05-19",21952,"4C","F",2400,2400,NA,"2023-05-17T15:04:35Z"
2,"2023-05-20",20728,"1F","F",30,30,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",19726,"1S","T",100,130,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",19774,"1A","P",200,300,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",18356,"4","F",400,400,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",17846,"1B","T",430,730,"Om","2023-05-18T15:08:38Z"
2,"2023-05-20",21071,"2F","P",800,900,"DM","2023-05-18T15:08:38Z"
2,"2023-05-20",21025,"2A","P",930,1030,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",20113,"2B","P",1100,1300,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",18483,"3B","T",1330,1630,"Dm","2023-05-18T15:08:38Z"
2,"2023-05-20",24958,"3C","P",1700,2000,"EM","2023-05-18T15:08:38Z"
2,"2023-05-20",24788,"4B","P",2030,2200,NA,"2023-05-18T15:08:38Z"
2,"2023-05-20",21214,"4C","F",2400,2400,NA,"2023-05-18T15:08:38Z"
2,"2023-05-21",20051,"1F","F",30,30,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",19116,"1S","T",100,130,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",19088,"1A","P",200,300,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",17895,"4","F",400,400,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",16736,"1B","T",430,730,"Om","2023-05-19T15:58:33Z"
2,"2023-05-21",18583,"2F","P",800,900,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",18906,"2A","P",930,1030,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",19340,"2B","P",1100,1300,"DM","2023-05-19T15:58:33Z"
2,"2023-05-21",18145,"3B","T",1330,1630,"Dm","2023-05-19T15:58:33Z"
2,"2023-05-21",24755,"3C","P",1700,2000,NA,"2023-05-19T15:58:33Z"
2,"2023-05-21",25091,"4B","P",2030,2200,"EM","2023-05-19T15:58:33Z"
2,"2023-05-21",20144,"4C","F",2400,2400,NA,"2023-05-19T15:58:33Z"
2,"2023-05-22",19180,"1F","F",30,30,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",18707,"1S","T",100,130,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",18704,"1A","P",200,300,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",17660,"4","F",400,400,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",17504,"1B","T",430,730,"Om","2023-05-20T14:49:36Z"
2,"2023-05-22",25501,"2F","P",800,900,"DM","2023-05-20T14:49:36Z"
2,"2023-05-22",25284,"2A","P",930,1030,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",23299,"2B","P",1100,1300,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",21073,"3B","T",1330,1630,"Dm","2023-05-20T14:49:36Z"
2,"2023-05-22",27493,"3C","P",1700,2000,"EM","2023-05-20T14:49:36Z"
2,"2023-05-22",27005,"4B","P",2030,2200,NA,"2023-05-20T14:49:36Z"
2,"2023-05-22",20975,"4C","F",2400,2400,NA,"2023-05-20T14:49:36Z"
2,"2023-05-23",20358,"1F","F",30,30,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",19633,"1S","T",100,130,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",19544,"1A","P",200,300,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",18495,"4","F",400,400,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",18264,"1B","T",430,730,"Om","2023-05-21T15:36:02Z"
2,"2023-05-23",26329,"2F","P",800,900,"DM","2023-05-21T15:36:02Z"
2,"2023-05-23",25957,"2A","P",930,1030,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",24528,"2B","P",1100,1300,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",22809,"3B","T",1330,1630,"Dm","2023-05-21T15:36:02Z"
2,"2023-05-23",28626,"3C","P",1700,2000,"EM","2023-05-21T15:36:02Z"
2,"2023-05-23",27946,"4B","P",2030,2200,NA,"2023-05-21T15:36:02Z"
2,"2023-05-23",21702,"4C","F",2400,2400,NA,"2023-05-21T15:36:02Z"
2,"2023-05-24",20438,"1F","F",30,30,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",19516,"1S","T",100,130,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",19472,"1A","P",200,300,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",18408,"4","F",400,400,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",18241,"1B","T",430,730,"Om","2023-05-22T16:07:54Z"
2,"2023-05-24",25636,"2F","P",800,900,"DM","2023-05-22T16:07:54Z"
2,"2023-05-24",25021,"2A","P",930,1030,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",23240,"2B","P",1100,1300,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",21149,"3B","T",1330,1630,"Dm","2023-05-22T16:07:54Z"
2,"2023-05-24",28015,"3C","P",1700,2000,"EM","2023-05-22T16:07:54Z"
2,"2023-05-24",27822,"4B","P",2030,2200,NA,"2023-05-22T16:07:54Z"
2,"2023-05-24",21610,"4C","F",2400,2400,NA,"2023-05-22T16:07:54Z"
2,"2023-05-25",20661,"1F","F",30,30,NA,"2023-05-23T15:33:39Z"
2,"2023-05-25",19637,"1S","T",100,130,NA,"2023-05-23T15:33:39Z"
2,"2023-05-25",19545,"1A","P",200,300,NA,"2023-05-23T15:33:39Z"
2,"2023-05-25",18587,"4","F",400,400,NA,"2023-05-23T15:33:39Z"
2,"2023-05-25",18430,"1B","T",430,730,"Om","2023-05-23T15:33:39Z"
2,"2023-05-25",26197,"2F","P",800,900,"DM","2023-05-23T15:33:39Z"
2,"2023-05-25",25798,"2A","P",930,1030,NA,"2023-05-23T15:33:39Z"
2,"2023-05-25",24096,"2B","P",1100,1300,NA,"2023-05-23T15:33:39Z"
