"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-09-15",3,18357,"A",21354,17341,1958,6622,0,16399,0,382,2734,1001,-1,-1036,-321,-527,-116,1398,997,-114
"2024-09-15",4,18131,"A",21282,17063,1896,6622,0,16399,0,553,2790,1002,-1,-1035,-322,-529,-117,1399,998,-94
"2024-09-15",5,17860,"A",20818,16764,1832,6622,0,16399,0,549,2616,1001,-1,-967,-321,-529,-87,1397,997,-4
"2024-09-15",6,17586,"A",20537,16457,1768,6622,0,16399,0,550,2683,1001,-1,-965,-321,-528,-86,1398,998,0
"2024-09-15",7,17125,"A",19899,16028,1695,6622,0,16399,0,433,2658,1001,-1,-956,-321,-528,67,1398,998,-35
"2024-09-15",8,16896,"A",19610,15729,1622,6622,0,16399,0,362,2544,1001,-1,-956,-321,-528,72,1398,998,-46
"2024-09-15",9,16613,"A",19720,15368,1594,6622,0,16399,0,551,2569,1001,-1,-966,-321,-528,-40,1398,997,-200
"2024-09-15",10,16419,"A",19532,15134,1565,6622,0,16399,0,550,2395,1001,-1,-966,-321,-527,-43,1398,997,-205
"2024-09-15",11,16811,"A",19568,15527,1516,6622,0,16399,0,452,2494,1001,-1,-944,-321,-528,363,1398,998,-11
"2024-09-15",12,16949,"A",19384,15587,1466,6622,0,16399,0,159,2280,1001,-1,-944,-321,-510,381,1398,997,6
"2024-09-15",13,17645,"A",19776,16171,1432,6622,0,16399,0,18,2078,1000,-1,-913,-321,-378,712,1398,997,180
"2024-09-15",14,18016,"A",19898,16488,1398,6622,4,16399,0,16,2141,1000,-1,-807,-321,-237,724,1397,997,212
"2024-09-15",15,18869,"A",19810,17289,1354,6622,263,16399,0,16,1387,999,-1,95,-338,-86,851,1398,997,939
"2024-09-15",16,19270,"A",20220,17620,1309,6622,967,16399,0,16,1290,999,-1,124,-418,-15,855,1399,996,989
"2024-09-15",17,20135,"A",21220,18314,1344,6622,1776,16399,0,16,1218,998,-1,972,-452,-116,994,1399,996,989
"2024-09-15",18,20418,"A",21439,18446,1379,6622,2765,16399,0,16,1136,999,-1,1028,-452,-52,999,1399,996,989
"2024-09-15",19,20640,"A",21764,18604,1448,6622,3622,16399,0,16,1074,999,-1,1027,-452,-155,1018,1399,996,989
"2024-09-15",20,20542,"A",21729,18455,1517,6622,4296,16399,0,15,1268,998,-1,1027,-451,-220,1019,1399,996,989
"2024-09-15",21,20698,"A",22024,18597,1600,6622,5138,16399,0,14,1306,998,-1,1025,-452,-359,1019,1398,997,989
"2024-09-15",22,20800,"A",22135,18668,1683,6622,5651,16399,0,14,1531,998,-1,1025,-452,-368,1019,1399,997,989
"2024-09-15",23,20954,"A",22411,18831,1763,6622,5863,16399,0,11,1525,999,-1,1053,-452,-493,1019,1399,997,989
"2024-09-15",24,20996,"A",22396,18915,1843,6622,6162,16399,0,14,1385,998,-1,1053,-452,-433,1019,1399,997,989
"2024-09-15",25,21587,"A",22891,19588,1916,6622,5941,16399,0,11,1648,999,-1,1041,-452,-340,1019,1399,997,989
"2024-09-15",26,22097,"A",23368,20141,1988,6622,5363,16399,0,9,2048,998,-1,1039,-452,-309,1019,1399,997,989
"2024-09-15",27,22034,"A",23159,20142,2019,6622,4697,16399,0,8,2301,999,-1,1044,-452,-164,1019,1399,996,989
"2024-09-15",28,22016,"A",23117,20219,2049,6622,4140,16399,0,8,2423,999,-1,1045,-438,-154,1019,1399,997,989
"2024-09-15",29,22514,"A",23388,20766,2064,6622,3572,16399,0,9,2417,999,-1,1041,-333,-31,1000,1399,997,989
"2024-09-15",30,23343,"A",24223,21648,2078,6622,3231,16399,0,9,2633,999,-1,1040,-370,0,999,1399,997,989
"2024-09-15",31,24156,"A",25096,22479,2088,6622,2857,16399,0,9,2440,998,-1,1031,-403,-27,999,1399,996,989
"2024-09-15",32,25118,"A",26170,23367,2097,6622,2349,16399,0,9,2431,998,-1,1030,-384,-158,999,1399,996,989
"2024-09-15",33,26239,"A",27270,24542,1996,6622,2076,16399,0,9,2500,998,-1,893,-361,-160,999,1399,996,989
"2024-09-15",34,27651,"A",28789,25812,1894,6622,1580,16399,0,9,2502,999,-1,888,-333,-295,999,1399,996,966
"2024-09-15",35,28292,"A",29634,26330,1694,6622,1241,16399,0,9,2480,999,-1,813,-385,-447,930,1399,997,133
"2024-09-15",36,28825,"A",30303,26818,1494,6622,845,16399,0,11,2405,999,-1,810,-451,-515,927,1399,997,77
"2024-09-15",37,28942,"A",30313,26862,1330,6622,477,16399,0,7,2126,999,-1,424,-451,-412,744,1399,997,198
"2024-09-15",38,29131,"A",30547,26916,1165,6622,152,16399,0,6,2039,999,-1,399,-451,-458,732,1399,997,208
"2024-09-15",39,28984,"A",30471,26773,1073,6622,4,16399,0,6,2068,1000,-1,145,-452,-528,227,1399,997,270
"2024-09-15",40,29045,"A",30532,26687,980,6622,0,16399,0,6,1636,1000,-1,144,-452,-528,211,1399,997,280
"2024-09-15",41,28718,"A",30208,26340,941,6622,0,16399,0,10,1474,999,-1,190,-451,-528,789,1399,997,505
"2024-09-15",42,27720,"A",29209,25429,902,6622,0,16399,0,10,1410,999,-1,167,-451,-527,817,1399,997,501
"2024-09-15",43,25990,"A",27931,23847,878,6622,0,16399,0,10,1453,999,-1,-242,-452,-528,964,1399,997,-208
"2024-09-15",44,25090,"A",27069,23010,853,6622,0,16399,0,10,1449,999,-1,-243,-452,-528,969,1399,996,-245
"2024-09-15",45,23894,"A",25651,21918,825,6622,0,16399,0,8,1545,999,-1,-270,-451,-527,998,1399,996,231
"2024-09-15",46,22759,"A",24520,20917,796,6622,0,16399,0,9,1462,999,-1,-272,-452,-527,999,1399,996,263
"2024-09-15",47,21151,"A",22726,19427,770,6622,0,16399,0,12,1407,999,-1,-186,-402,-474,999,1398,996,226
"2024-09-15",48,20579,"A",21967,18912,743,6622,0,16399,0,10,1451,999,-1,-181,-341,-355,999,1399,996,220
"2024-09-16",1,19884,"A",21190,18233,712,6622,0,17194,0,9,1362,999,-1,-2,-341,-453,928,1398,997,111
"2024-09-16",2,19492,"A",20817,17849,681,6622,0,17194,0,9,1230,999,-1,0,-341,-474,925,1398,997,104
"2024-09-16",3,19318,"A",20732,17685,662,6622,0,17194,0,9,1092,999,-1,-99,-341,-464,987,1398,996,104
"2024-09-16",4,19273,"A",20669,17703,642,6622,0,17194,0,9,956,999,-1,-104,-341,-441,989,1398,997,104
"2024-09-16",5,19192,"A",20670,17591,629,6622,0,17194,0,9,1037,999,-1,-104,-341,-523,879,1399,997,83
"2024-09-16",6,18813,"A",20257,17228,615,6622,0,17194,0,9,727,999,-1,-104,-341,-489,875,1399,997,73
"2024-09-16",7,18540,"A",20096,16933,599,6622,0,17194,0,9,523,999,-1,-121,-341,-503,953,1398,997,-81
"2024-09-16",8,18440,"A",19987,16847,583,6622,0,17194,0,9,461,999,-1,-122,-341,-480,954,1398,997,-94
"2024-09-16",9,18311,"A",19993,16716,591,6622,0,17194,0,8,585,999,-1,-270,-341,-428,674,1398,997,-134
"2024-09-16",10,18306,"A",20035,16695,598,6622,0,17194,0,8,428,999,-1,-288,-342,-429,664,1398,997,-161
"2024-09-16",11,18831,"A",22043,17173,590,6622,0,17194,0,8,413,999,-1,-1000,-342,-323,986,1398,997,-1038
"2024-09-16",12,19835,"A",23247,18080,581,6622,0,17194,0,8,315,996,-1,-1042,-342,-422,994,1398,997,-1097
"2024-09-16",13,22166,"A",25531,20252,566,6622,0,17194,0,11,580,854,-1,-1043,-357,-356,508,1398,998,-1097
"2024-09-16",14,23849,"A",27208,21734,550,6622,2,17194,0,12,409,846,-1,-1042,-339,-371,486,1397,998,-1094
"2024-09-16",15,25510,"A",29034,23182,503,6622,212,17194,0,2,180,903,-1,-992,-429,-507,252,1397,998,-1093
"2024-09-16",16,26852,"A",30410,24382,455,6622,905,17194,0,3,36,908,-1,-984,-452,-530,256,1397,998,-1088
"2024-09-16",17,27967,"A",30823,25358,433,6622,1843,17194,0,6,-258,994,-1,-484,-452,-531,961,1397,997,-882
"2024-09-16",18,27352,"A",30129,24727,410,6622,3092,17194,0,6,-424,999,-1,-439,-452,-531,999,1397,997,-848
"2024-09-16",19,27621,"A",29244,24915,395,6622,4423,17194,0,9,-659,999,-1,808,-452,-531,1018,1397,997,-130
"2024-09-16",20,26861,"A",28434,24173,380,6622,5553,17194,0,16,-497,999,-1,1028,-452,-531,1019,1397,997,-73
"2024-09-16",21,25729,"A",27229,23048,374,6622,6733,17194,0,16,-772,999,-1,1026,-452,-531,1019,1397,997,189
"2024-09-16",22,24824,"A",26324,22167,368,6622,7769,17194,0,16,-875,999,-1,1024,-452,-531,1019,1397,997,211
"2024-09-16",23,24096,"A",25590,21456,367,6622,8427,17194,0,11,-974,999,-1,936,-452,-530,953,1397,997,313
"2024-09-16",24,23464,"A",24923,20940,366,6622,9169,17194,0,11,-1075,997,-1,932,-452,-495,950,1397,997,323
"2024-09-16",25,23079,"A",24413,20579,378,6622,9644,17194,0,11,-1040,787,-1,720,-452,-370,811,1397,997,423
"2024-09-16",26,22696,"A",24057,20248,390,6622,9745,17194,0,11,-988,779,-1,711,-452,-397,806,1397,997,416
"2024-09-16",27,22318,"A",23899,19867,406,6622,9799,17194,0,11,-1070,989,-1,831,-452,-519,750,1397,997,-98
"2024-09-16",28,21891,"A",23520,19518,422,6622,9717,17194,0,12,-1026,999,-1,838,-452,-530,747,1397,997,-134
"2024-09-16",29,21832,"A",23417,19519,440,6622,9437,17194,0,11,-919,999,-1,908,-452,-530,681,1397,997,-91
"2024-09-16",30,21879,"A",23475,19555,457,6622,8773,17194,0,21,-903,999,-1,912,-452,-529,679,1397,997,-93
"2024-09-16",31,22165,"A",23986,19856,483,6622,7988,17194,0,12,-852,999,-1,1042,-451,-529,987,1397,997,-328
"2024-09-16",32,23162,"A",25011,20837,508,6622,7172,17194,0,10,-623,999,-1,1047,-452,-530,999,1397,997,-356
"2024-09-16",33,24337,"A",26625,21963,533,6622,6155,17194,0,11,-428,999,-1,958,-452,-529,999,1398,997,-795
"2024-09-16",34,25730,"A",28050,23270,557,6622,4909,17194,0,14,-212,999,-1,947,-452,-528,999,1398,997,-825
"2024-09-16",35,27432,"A",29768,24787,574,6622,3674,17194,0,10,279,998,-1,386,-451,-529,999,1398,996,-845
"2024-09-16",36,29054,"A",31384,26375,590,6622,2284,17194,0,10,783,998,-1,357,-452,-528,999,1398,996,-839
"2024-09-16",37,30166,"A",32200,27482,619,6622,1142,17194,0,10,1281,898,-1,277,-451,-529,938,1398,997,-543
"2024-09-16",38,30616,"A",32624,27877,648,6622,290,17194,0,10,1195,890,-1,276,-451,-528,936,1399,998,-518
"2024-09-16",39,31055,"A",32882,28343,684,6622,5,17194,0,10,1213,741,-1,473,-452,-529,704,1398,997,-335
"2024-09-16",40,31087,"A",32865,28331,719,6622,100,17194,0,10,1132,736,-1,493,-451,-529,695,1398,997,-287
"2024-09-16",41,31132,"A",32623,28431,728,6622,0,17194,0,9,633,986,-1,1010,-452,-529,783,1399,997,658
"2024-09-16",42,30165,"A",31654,27615,736,6622,0,17194,0,9,613,999,-1,1035,-451,-528,785,1399,997,734
"2024-09-16",43,28903,"A",30395,26457,737,6622,0,17194,0,10,761,999,-1,697,-452,-529,459,1399,997,794
"2024-09-16",44,27596,"A",29087,25310,737,6622,0,17194,0,10,942,998,-1,676,-452,-528,447,1399,998,797
"2024-09-16",45,26115,"A",27604,23922,732,6622,0,17194,0,10,870,889,-1,454,-451,-527,450,1399,998,726
"2024-09-16",46,24317,"A",25714,22284,726,6622,0,17194,0,12,1046,885,-1,457,-452,-432,456,1399,998,722
"2024-09-16",47,22838,"A",24066,20925,720,6622,0,17194,0,14,1216,993,-1,915,-409,-304,975,1399,996,882
"2024-09-16",48,21842,"A",22974,19990,713,6622,0,17194,0,28,1245,998,-1,930,-451,-152,999,1399,996,891
"2024-09-17",1,21152,"A",22413,19351,702,6622,0,17194,0,280,1367,998,-1,727,-390,-90,998,1399,996,774
"2024-09-17",2,20829,"A",22119,19069,690,6622,0,17194,0,277,1539,998,-1,726,-352,-160,998,1398,996,764
"2024-09-17",3,20469,"A",21889,18764,674,6622,0,17194,0,278,1501,998,-1,664,-352,-289,999,1398,996,727
"2024-09-17",4,20361,"A",21752,18679,657,6622,0,17194,0,277,1563,998,-1,661,-352,-261,999,1398,997,726
"2024-09-17",5,20106,"A",21549,18436,650,6622,0,17194,0,276,1681,998,-1,753,-352,-314,998,1397,996,807
"2024-09-17",6,19862,"A",21291,18206,642,6622,0,17194,0,276,1666,998,-1,756,-352,-300,998,1397,996,806
"2024-09-17",7,19446,"A",20954,17795,628,6622,0,17194,0,276,1668,998,-1,661,-352,-379,985,1397,996,481
"2024-09-17",8,19365,"A",20869,17692,614,6622,0,17194,0,276,1319,998,-1,644,-352,-375,984,1397,996,441
"2024-09-17",9,19119,"A",20646,17447,632,6622,0,17194,0,275,1520,998,-1,123,-352,-227,984,1397,996,-172
"2024-09-17",10,19282,"A",20844,17574,649,6622,0,17194,0,278,1601,998,-1,109,-352,-200,984,1397,996,-231
"2024-09-17",11,19696,"A",22166,17950,642,6622,0,17194,0,36,1438,999,-1,-640,-387,-62,859,1397,997,-844
"2024-09-17",12,20651,"A",23329,18795,634,6622,0,17194,0,15,1187,999,-1,-777,-427,-66,854,1397,996,-892
"2024-09-17",13,22958,"A",26128,20903,638,6622,0,17194,0,15,1339,999,-1,-1022,-333,-218,706,1397,996,-1081
"2024-09-17",14,24640,"A",28053,22439,642,6622,1,17194,0,11,1409,999,-1,-1014,-431,-371,701,1397,996,-1085
"2024-09-17",15,26223,"A",28843,23785,605,6622,231,17194,0,15,1185,999,-1,-385,-452,-507,588,1397,996,-760
"2024-09-17",16,27104,"A",29583,24467,567,6622,1024,17194,0,15,1283,999,-1,-341,-452,-529,585,1397,996,-641
"2024-09-17",17,28598,"A",30089,25838,565,6622,2283,17194,0,8,648,998,-1,805,-452,-530,798,1397,997,760
"2024-09-17",18,27814,"A",29311,25135,563,6622,3545,17194,0,13,432,999,-1,1009,-452,-531,806,1397,997,913
"2024-09-17",19,27041,"A",28538,24337,576,6622,4861,17194,0,13,243,998,-1,703,-452,-531,864,1397,996,800
"2024-09-17",20,25954,"A",27448,23245,588,6622,6124,17194,0,10,130,998,-1,701,-452,-531,866,1397,997,796
"2024-09-17",21,24761,"A",26254,22099,622,6622,7283,17194,0,10,22,998,-1,926,-452,-530,985,1397,995,957
"2024-09-17",22,23902,"A",25396,21235,655,6622,8163,17194,0,10,-131,998,-1,935,-452,-531,989,1397,996,969
"2024-09-17",23,23342,"A",24836,20730,668,6622,8617,17194,0,10,-295,998,-1,929,-452,-531,1015,1397,996,988
"2024-09-17",24,22693,"A",24187,20128,680,6622,8893,17194,0,10,-325,998,-1,929,-452,-531,1016,1397,996,990
"2024-09-17",25,22250,"A",23743,19697,683,6622,9154,17194,0,10,-483,998,-1,1048,-452,-530,1019,1397,995,990
"2024-09-17",26,21867,"A",23359,19313,686,6622,9586,17194,0,10,-689,998,-1,1056,-452,-529,1019,1397,996,990
"2024-09-17",27,21439,"A",22931,18892,700,6622,9894,17194,0,10,-904,998,-1,1049,-452,-529,1019,1397,996,990
"2024-09-17",28,21344,"A",22836,18792,714,6622,9665,17194,0,10,-978,998,-1,1048,-452,-529,1019,1397,996,990
"2024-09-17",29,21342,"A",22834,18798,737,6622,9409,17194,0,10,-1029,998,-1,1044,-452,-529,1000,1397,996,990
"2024-09-17",30,21663,"A",23118,19123,760,6622,8886,17194,0,10,-1043,998,-1,1044,-452,-492,999,1397,996,987
"2024-09-17",31,22019,"A",23472,19434,783,6622,8006,17194,0,10,-1195,998,-1,991,-452,-490,889,1398,996,861
"2024-09-17",32,23023,"A",24513,20421,806,6622,6917,17194,0,10,-1253,998,-1,988,-451,-528,885,1398,996,827
"2024-09-17",33,24225,"A",25776,21607,831,6622,5721,17194,0,8,-990,998,-1,1032,-452,-528,995,1398,996,-62
"2024-09-17",34,25954,"A",27590,23195,855,6622,4583,17194,0,10,-1170,998,-1,1027,-451,-528,999,1398,996,-146
"2024-09-17",35,27240,"A",29659,24446,829,6622,3403,17194,0,7,-1100,998,-1,486,-452,-527,999,1399,996,-932
"2024-09-17",36,28777,"A",31241,25928,803,6622,2135,17194,0,9,-621,998,-1,452,-451,-527,999,1399,995,-976
"2024-09-17",37,29453,"A",31555,26595,802,6622,940,17194,0,9,-510,998,-1,247,-452,-527,999,1399,996,-613
"2024-09-17",38,30120,"A",32126,27277,800,6622,183,17194,0,9,-401,998,-1,247,-451,-527,999,1399,996,-518
"2024-09-17",39,31120,"A",32606,28301,818,6622,1,17194,0,6,-773,998,-1,627,-452,-527,999,1399,996,685
"2024-09-17",40,31163,"A",32648,28268,836,6622,0,17194,0,7,-975,998,-1,676,-451,-526,999,1399,996,810
"2024-09-17",41,30724,"A",32212,27775,844,6622,0,17194,0,8,-1122,998,-1,1022,-452,-527,999,1399,996,975
"2024-09-17",42,29998,"A",31484,27235,852,6622,0,17194,0,7,-1153,998,-1,1037,-451,-527,999,1399,995,984
"2024-09-17",43,28859,"A",30347,26156,864,6622,0,17194,0,8,-1107,998,-1,866,-452,-527,969,1399,996,871
"2024-09-17",44,27269,"A",28756,24718,875,6622,0,17194,0,8,-986,998,-1,859,-451,-527,968,1399,995,866
"2024-09-17",45,25692,"A",27168,23314,895,6622,0,17194,0,8,-849,996,-1,851,-452,-515,997,1400,995,979
"2024-09-17",46,24295,"A",25572,22091,915,6622,0,17194,0,6,-518,996,-1,851,-378,-392,998,1399,995,980
"2024-09-17",47,22630,"A",23668,20506,930,6622,0,17194,0,9,-442,997,-1,939,-286,-242,999,1399,995,693
"2024-09-17",48,21722,"A",22717,19703,944,6622,0,17194,0,9,-338,998,-1,942,-363,-122,999,1399,995,660
"2024-09-18",1,20956,"A",22062,19008,938,6622,0,17194,0,9,-203,998,-1,546,-382,-214,990,1399,994,179
"2024-09-18",2,20650,"A",21737,18747,932,6622,0,17194,0,9,-143,998,-1,527,-382,-195,989,1399,994,137
"2024-09-18",3,20266,"A",21557,18412,916,6622,0,17194,0,9,-112,998,-1,786,-382,-244,925,1399,996,-155
"2024-09-18",4,20156,"A",21526,18358,900,6622,0,17194,0,78,-76,998,-1,809,-382,-234,923,1399,995,-175
"2024-09-18",5,19681,"A",21205,17917,895,6622,0,17194,0,278,-193,998,-1,761,-382,-235,996,1399,996,-128
"2024-09-18",6,19443,"A",20839,17732,889,6622,0,17194,0,168,-154,998,-1,759,-382,-217,998,1399,995,-128
"2024-09-18",7,19141,"A",20750,17429,884,6622,0,17194,0,276,129,998,-1,593,-382,-212,999,1399,995,-238
"2024-09-18",8,19025,"A",20653,17287,878,6622,0,17194,0,278,229,998,-1,550,-382,-211,999,1399,996,-256
"2024-09-18",9,18709,"A",20517,16989,908,6622,0,17194,0,145,568,998,-1,2,-382,-174,985,1399,995,-606
"2024-09-18",10,18889,"A",20626,17172,938,6622,0,17194,0,16,536,997,-1,0,-382,-196,982,1398,994,-642
"2024-09-18",11,19210,"A",21980,17456,953,6622,0,17194,0,16,537,949,-1,-761,-378,-51,573,1397,997,-1063
"2024-09-18",12,20271,"A",23231,18410,968,6622,0,17194,0,16,417,945,-1,-946,-339,-66,556,1397,996,-1092
"2024-09-18",13,22283,"A",25562,20240,976,6622,0,17194,0,14,148,828,-1,-1032,-422,-218,267,1397,996,-1092
"2024-09-18",14,23972,"A",27405,21825,984,6622,0,17194,0,12,395,826,-1,-1020,-452,-370,257,1397,997,-1078
"2024-09-18",15,26399,"A",28728,24031,969,6622,76,17194,0,10,295,988,-1,-284,-452,-507,557,1397,996,-575
"2024-09-18",16,27287,"A",29520,24715,954,6622,497,17194,0,16,295,994,-1,-236,-452,-527,568,1397,991,-501
"2024-09-18",17,28269,"A",29765,25546,986,6622,1094,17194,0,15,-182,835,-1,647,-452,-528,685,1397,790,561
"2024-09-18",18,28179,"A",29676,25510,1018,6622,1707,17194,0,16,-405,824,-1,779,-452,-528,689,1397,779,653
"2024-09-18",19,28624,"A",30117,25936,1056,6622,2554,17194,0,12,-529,754,-1,890,-452,-528,980,1397,846,965
"2024-09-18",20,28074,"A",29572,25400,1093,6622,3301,17194,0,16,-660,753,-1,890,-452,-529,990,1397,855,986
"2024-09-18",21,26794,"A",28291,24211,1171,6622,4114,17194,0,16,-718,987,-1,672,-452,-528,600,1397,988,986
"2024-09-18",22,26273,"A",27772,23693,1248,6622,5224,17194,0,16,-609,999,-1,671,-452,-530,587,1397,996,986
"2024-09-18",23,25893,"A",27391,23356,1263,6622,6160,17194,0,16,-886,998,-1,990,-452,-529,1002,1397,996,986
"2024-09-18",24,24824,"A",26321,22294,1278,6622,7281,17194,0,16,-977,998,-1,1024,-452,-528,1019,1397,996,986
"2024-09-18",25,23979,"A",25477,21595,1302,6622,8235,17194,0,16,-884,998,-1,1024,-452,-529,1019,1397,995,986
"2024-09-18",26,23090,"A",24588,20666,1325,6622,9151,17194,0,16,-824,998,-1,1023,-452,-529,1019,1397,996,986
"2024-09-18",27,22635,"A",24133,20155,1339,6622,9469,17194,0,16,-953,998,-1,1024,-452,-529,1019,1397,996,986
"2024-09-18",28,21979,"A",23476,19578,1352,6622,9567,17194,0,16,-839,998,-1,1024,-452,-528,1019,1397,996,986
"2024-09-18",29,21462,"A",22959,19193,1382,6622,9190,17194,0,16,-715,998,-1,1023,-452,-528,1000,1397,996,986
"2024-09-18",30,21540,"A",23036,19247,1412,6622,8736,17194,0,16,-623,998,-1,1022,-452,-527,999,1397,996,986
"2024-09-18",31,21710,"A",23206,19400,1439,6622,7897,17194,0,16,-582,998,-1,1023,-452,-527,999,1398,995,986
"2024-09-18",32,22840,"A",24336,20449,1465,6622,6840,17194,0,16,-513,998,-1,1022,-452,-527,999,1397,995,939
"2024-09-18",33,24084,"A",25686,21648,1468,6622,5714,17194,0,16,-273,998,-1,719,-452,-527,957,1397,996,-106
"2024-09-18",34,25567,"A",27264,23044,1470,6622,4407,17194,0,16,-390,995,-1,707,-452,-527,955,1397,996,-201
"2024-09-18",35,27150,"A",28798,24541,1399,6622,3198,17194,0,14,-236,855,-1,789,-452,-527,990,1397,996,-154
"2024-09-18",36,28573,"A",30220,25822,1327,6622,2028,17194,0,16,-250,850,-1,788,-452,-527,987,1398,996,-151
"2024-09-18",37,29472,"A",31114,26801,1331,6622,902,17194,0,11,-21,940,-1,275,-452,-527,510,1398,997,-151
"2024-09-18",38,29818,"A",31462,27197,1334,6622,173,17194,0,18,166,946,-1,252,-452,-527,488,1398,994,-146
"2024-09-18",39,30132,"A",31624,27479,1384,6622,0,17194,0,12,273,950,-1,418,-452,-527,448,1397,905,54
"2024-09-18",40,30312,"A",31805,27567,1434,6622,0,17194,0,13,254,949,-1,436,-452,-527,451,1398,900,88
"2024-09-18",41,29912,"A",31403,27157,1470,6622,0,17194,0,12,-524,901,-1,982,-451,-527,964,1398,944,798
"2024-09-18",42,29196,"A",30682,26552,1506,6622,0,17194,0,7,-554,899,-1,1009,-451,-527,987,1399,946,849
"2024-09-18",43,28057,"A",29544,25539,1531,6622,0,17194,0,7,-515,850,-1,1020,-452,-527,985,1399,901,933
"2024-09-18",44,26321,"A",27808,24018,1555,6622,0,17194,0,7,-418,847,-1,1020,-452,-527,985,1398,898,940
"2024-09-18",45,24849,"A",26336,22689,1519,6622,0,17194,0,7,-340,850,-1,1021,-452,-527,998,1398,898,983
"2024-09-18",46,23463,"A",24896,21390,1482,6622,0,17194,0,7,-233,852,-1,1020,-398,-527,999,1399,901,988
"2024-09-18",47,22113,"A",23546,20105,1406,6622,0,17194,0,7,-358,991,-1,936,-422,-503,999,1399,990,832
"2024-09-18",48,21224,"A",22585,19336,1329,6622,0,17194,0,7,-617,998,-1,932,-452,-401,999,1399,996,821
"2024-09-19",1,20435,"A",21878,18600,1252,6622,0,17194,0,5,-654,998,-1,673,-443,-494,999,1399,996,831
"2024-09-19",2,20054,"A",21403,18277,1175,6622,0,17194,0,5,-625,998,-1,663,-391,-452,999,1399,996,836
"2024-09-19",3,19766,"A",21186,18017,1127,6622,0,17194,0,5,-639,998,-1,435,-391,-523,992,1399,995,976
"2024-09-19",4,19546,"A",20961,17830,1078,6622,0,17194,0,5,-688,998,-1,409,-391,-518,992,1399,996,985
"2024-09-19",5,18917,"A",20746,17271,1054,6622,0,17194,0,5,-629,998,-1,-411,-391,-521,999,1398,996,985
"2024-09-19",6,18510,"A",20354,16895,1029,6622,0,17194,0,5,-606,998,-1,-467,-391,-480,999,1398,996,984
"2024-09-19",7,18421,"A",20203,16809,992,6622,0,17194,0,5,-538,998,-1,-421,-391,-464,999,1398,995,921
"2024-09-19",8,18236,"A",20017,16602,955,6622,0,17194,0,5,-539,998,-1,-411,-391,-473,999,1398,996,893
"2024-09-19",9,18251,"A",19611,16621,972,6622,0,17194,0,5,-477,999,-1,-106,-391,-357,999,1398,996,149
"2024-09-19",10,18417,"A",19832,16733,988,6622,0,17194,0,15,-431,998,-1,-125,-391,-383,999,1398,996,58
"2024-09-19",11,18761,"A",21919,16997,997,6622,0,17194,0,11,-444,999,-1,-987,-391,-255,779,1399,996,-1013
"2024-09-19",12,19765,"A",22982,17928,1006,6622,0,17194,0,13,-514,999,-1,-1046,-391,-171,764,1398,996,-1095
"2024-09-19",13,21829,"A",25201,19819,1013,6622,0,17194,0,15,-640,1000,-1,-1044,-437,-280,177,1398,996,-1095
"2024-09-19",14,23570,"A",27045,21419,1019,6622,0,17194,0,13,-396,999,-1,-1044,-452,-375,165,1398,997,-1090
"2024-09-19",15,25523,"A",28742,23156,1017,6622,61,17194,0,13,-351,999,-1,-858,-452,-508,933,1397,997,-887
"2024-09-19",16,26503,"A",29528,23920,1015,6622,365,17194,0,15,-389,998,-1,-757,-452,-528,977,1397,996,-772
"2024-09-19",17,28687,"A",30186,25937,1052,6622,851,17194,0,15,-776,998,-1,638,-452,-531,998,1397,996,682
"2024-09-19",18,28905,"A",30404,26196,1089,6622,1449,17194,0,15,-782,998,-1,768,-452,-531,999,1397,996,847
"2024-09-19",19,28806,"A",30305,26081,1119,6622,2120,17194,0,15,-1143,998,-1,1029,-452,-531,1018,1397,996,979
"2024-09-19",20,28145,"A",29644,25489,1148,6622,2903,17194,0,15,-1328,998,-1,1038,-452,-531,1019,1397,996,989
"2024-09-19",21,27496,"A",28992,24847,1195,6622,3756,17194,0,12,-1382,998,-1,1027,-452,-531,1019,1397,995,988
"2024-09-19",22,26567,"A",28062,23942,1241,6622,4740,17194,0,11,-1369,998,-1,1027,-452,-531,1019,1397,996,989
"2024-09-19",23,25639,"A",27137,23088,1269,6622,5868,17194,0,14,-1432,998,-1,1045,-452,-531,1019,1397,996,988
"2024-09-19",24,25030,"A",26524,22454,1296,6622,6894,17194,0,10,-1505,998,-1,1046,-452,-531,1019,1397,996,988
"2024-09-19",25,24642,"A",26130,21999,1306,6622,7761,17194,0,11,-1604,998,-1,1047,-445,-531,1019,1397,995,988
"2024-09-19",26,23694,"A",25192,21121,1316,6622,8345,17194,0,15,-1606,998,-1,1047,-451,-531,1019,1397,996,988
"2024-09-19",27,23103,"A",24601,20645,1319,6622,8441,17194,0,15,-1486,998,-1,1038,-452,-530,1019,1397,996,989
